"","Mun_Code","rain_total","wind_max","track_min_dist","blue_ss_frac","blue_ls_frac","red_ls_frac","orange_ls_frac","yellow_ss_frac","red_ss_frac","orange_ss_frac","yellow_ls_frac","roof_strong_wall_strong","roof_strong_wall_light","roof_strong_wall_salv","roof_light_wall_strong","roof_light_wall_light","roof_light_wall_salv","roof_salv_wall_strong","roof_salv_wall_light","roof_salv_wall_salv","Municipality","region","island_groups","wind_blue_ss","wind_yellow_ss","wind_orange_ss","wind_red_ss","rain_blue_ls","rain_yellow_ls","rain_orange_ls","rain_red_ls","Cluster"
"261","PH015546000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,81.4613567330408,13.8440769490381,0.246371920350996,0.340870739115761,3.23320958488019,0.0337495781302733,0.0067499156260546,0.030374620317246,0.060749240634492,"","Ilocos Region","Luzon",0,0,0,0,0,0,0,0,5
"262","PH137504000",287.239285714286,51.2559064897042,1.07521135694684,0.19,1.22,0,0,1.22,0.19,0,0,91.4637709719287,8.09793355576545,0.0570803405793654,0.0231039473773622,0.133866989215893,0.0040771671842403,0.0135905572808012,0.0414511997064439,0.0788252322286475,"","National Capital Region","Luzon",9.7386222330438,62.5322059174391,0,9.7386222330438,350.431928571429,0,0,0,5
"263","PH054107000",287.239285714286,51.2559064897042,1.07521135694684,1.8,3.98,0,0,3.98,1.8,0,0,24.2166175346654,13.5058412490447,0.131018670160498,4.66208101321105,56.3161917239873,0.262037340320996,0,0.0109182225133748,0.0655093350802489,"Claveria","Bicol Region","Luzon",92.2606316814676,203.998507829023,0,92.2606316814676,1143.21235714286,0,0,0,3
"264","PH072218000",287.239285714286,51.2559064897042,1.07521135694684,0,0.29,0.29,0,0,0,0,0,64.309102815979,28.4591636261577,0.420993544765647,0.196463654223968,4.8741697071756,0.0280662363177097,0,0.037421648423613,0.0935541210590326,"Compostela","Central Visayas","Visayas",0,0,0,0,83.2993928571429,0,0,83.2993928571429,5
"265","PH036905000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,92.1202249608163,4.98786072098098,0.0799041150619256,0.442545868035281,2.0098958173269,0.0245858815575155,0.027659116752205,0.0706844094778573,0.104489996619441,"Concepcion","Central Luzon","Luzon",0,0,0,0,0,0,0,0,5
"266","PH063015000",287.239285714286,51.2559064897042,1.07521135694684,0,0.82,0.77,0,0.05,0,0,0,41.0195141377937,41.2485065710872,1.12504978096376,0.567502986857826,12.136598964556,0.537634408602151,0.0796495420151334,0.378335324571884,0.497809637594584,"Concepcion","Western Visayas","Visayas",0,2.56279532448521,0,0,235.536214285714,0,0,221.17425,1
"267","PH175905000",287.239285714286,51.2559064897042,1.07521135694684,0.21,5.77,1.03,0,4.74,0.21,0,0,45.6542502387775,34.4794651384909,0,1.24164278892073,18.6246418338109,0,0,0,0,"Concepcion","MIMAROPA Region","Luzon",10.7637403628379,242.952996761198,0,10.7637403628379,1657.37067857143,0,0,295.856464285715,3
"268","PH072219000",287.239285714286,51.2559064897042,1.07521135694684,0.37,4.76,0.07,0,4.69,0.32,0,0.05,70.8158926317188,25.4235598963524,0.435187030762076,0.099661152082918,2.08291807853299,0.0465085376386951,0.0099661152082918,0.0398644608331672,0.0597966912497508,"Consolacion","Central Visayas","Visayas",18.9646854011906,240.390201436713,0,16.4018900767053,1367.259,14.3619642857143,0,20.10675,3
"269","PH175906000",287.239285714286,51.2559064897042,1.07521135694684,0.1,4.72,0.21,0,4.51,0.1,0,0,30.3202269963518,1.82407782732063,0,16.6193757600324,50.7093635995136,0.0405350628293473,0.0405350628293473,0.0405350628293473,0.405350628293474,"Corcuera","MIMAROPA Region","Luzon",5.12559064897042,231.164138268566,0,5.12559064897042,1355.76942857143,0,0,60.32025,3
"270","PH023109000",287.239285714286,51.2559064897042,1.07521135694684,0,0.03,0.03,0,0,0,0,0,79.2770849571317,12.6558846453624,0.0779423226812159,0.818394388152767,6.69329696024942,0.0194855806703039,0,0.0292283710054559,0,"Cordon","Cagayan Valley","Luzon",0,0,0,0,8.61717857142858,0,0,8.61717857142858,5
"271","PH072220000",287.239285714286,51.2559064897042,1.07521135694684,0.88,7.85,0,0,7.85,0.88,0,0,64.7072226019594,28.0397964608491,0.668337510442774,0.288600288600289,4.67076782866257,0.075947444368497,0.022784233310549,0.113921166552745,0.0303789777473988,"Cordova","Central Visayas","Visayas",45.1051977109397,402.358865944178,0,45.1051977109397,2254.82839285714,0,0,0,3
"272","PH175309000",287.239285714286,51.2559064897042,1.07521135694684,0.07,0.7,0.48,0.02,0.2,0.02,0,0.05,26.6247928116549,43.4877431736893,0.270435313617727,0.505975748058972,27.645468027567,0.0697897583529617,0.0087237197941202,0.043618598970601,0.0785134781470819,"Coron","MIMAROPA Region","Luzon",3.58791345427929,10.2511812979408,0,1.02511812979408,201.0675,14.3619642857143,5.74478571428572,137.874857142857,1
"273","PH061901000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,43.8705662725576,50.622277535781,0.311138767890479,0.637834474175482,4.37149968886123,0,0,0,0.0155569383945239,"Cuartero","Western Visayas","Visayas",0,0,0,0,0,0,0,0,1
"274","PH041009000",287.239285714286,51.2559064897042,1.07521135694684,0.03,1.38,1.38,0,0,0,0,0.03,85.6983240223464,11.0474860335196,0.293296089385475,0.516759776536313,1.9413407821229,0,0.0139664804469273,0.0418994413407821,0.0558659217877094,"Cuenca","CALABARZON","Luzon",1.53767719469113,0,0,0,396.390214285715,8.61717857142858,0,396.390214285715,5
"275","PH087805000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,48.9322533136966,33.0633284241532,0.0736377025036818,1.47275405007364,16.20029455081,0.184094256259205,0.0368188512518409,0,0,"Culaba","Eastern Visayas","Visayas",0,0,0,0,0,0,0,0,1
"276","PH060606000",287.239285714286,51.2559064897042,1.07521135694684,0.05,0.6,0,0,0.6,0.05,0,0,52.4070945945946,29.3391047297297,0.263935810810811,0.791807432432432,16.4379222972973,0.073902027027027,0.0105574324324324,0,0.0316722972972973,"Culasi","Western Visayas","Visayas",2.56279532448521,30.7535438938225,0,2.56279532448521,172.343571428572,0,0,0,1
"277","PH175322000",287.239285714286,51.2559064897042,1.07521135694684,0.11,0.84,0.05,0.05,0.74,0.05,0,0.05,22.0905172413793,35.0646551724138,0.107758620689655,0.301724137931034,41.2068965517241,0.0862068965517241,0.021551724137931,0.107758620689655,0.193965517241379,"Culion","MIMAROPA Region","Luzon",5.63814971386746,37.9293708023811,0,2.56279532448521,241.281,14.3619642857143,14.3619642857143,14.3619642857143,1
"278","PH034906000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,71.1124441778311,13.7239218822902,0.0533226687995734,0.879824035192961,13.7572485502899,0.0266613343997867,0.0066653335999466,0.0066653335999466,0.0266613343997867,"Cuyapo","Central Luzon","Luzon",0,0,0,0,0,0,0,0,5
"279","PH175310000",287.239285714286,51.2559064897042,1.07521135694684,0.08,1.62,0,0,1.62,0.08,0,0,59.0428713858425,11.3260219341974,0.0199401794616151,1.85443668993021,27.4376869391825,0.0797607178464606,0,0.0199401794616151,0.0598205383848454,"Cuyo","MIMAROPA Region","Luzon",4.10047251917634,83.0345685133208,0,4.10047251917634,465.327642857143,0,0,0,5
"280","PH072221000",287.239285714286,51.2559064897042,1.07521135694684,0.05,0.18,0,0,0.18,0.05,0,0,52.2045408473546,42.3930670991283,1.44942225826069,0.152037299817555,1.71295357794446,0.197648489762822,0.0658828299209406,0.293938779647273,1.04905736874113,"Daanbantayan","Central Visayas","Visayas",2.56279532448521,9.22606316814676,0,2.56279532448521,51.7030714285715,0,0,0,4
"281","PH051603000",287.239285714286,51.2559064897042,1.07521135694684,3.04,0.15,0,0,0.15,3.02,0.02,0,76.6609656624128,6.11761610314432,0.0833223698636144,5.03003990702978,11.5730386352673,0.149103188176994,0.0219269394377932,0.0701662062009384,0.0482392667631452,"Daet","Bicol Region","Luzon",155.817955728701,7.68838597345563,1.02511812979408,154.792837598907,43.0858928571429,0,0,0,5
"282","PH083717000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,33.3174110341533,59.4220205397659,1.67184141390017,0.179125865775018,3.27203248149033,0.131358968235013,0.0955337950800095,0.382135180320038,0.394076904705039,"Dagami","Eastern Visayas","Visayas",0,0,0,0,0,0,0,0,1
"283","PH015518000",287.239285714286,51.2559064897042,1.07521135694684,29.2,2.09,0,0,2.09,25.77,3.46,0,73.6404833836858,20.5857670359181,0.520308828465928,0.279735929282757,3.91070829137294,0.0559471858565514,0.0307709522211032,0.0503524672708962,0.201409869083585,"","Ilocos Region","Luzon",1496.67246949936,107.124844563482,177.345436454377,1320.86471023968,600.330107142858,0,0,0,2
"284","PH072223000",287.239285714286,51.2559064897042,1.07521135694684,0.05,0.48,0.48,0,0,0,0,0.05,66.5070232393687,26.8233100832503,0.594644980874932,0.228215100768217,4.72823117225419,0.0771431326540452,0.064285943878371,0.151071968114172,0.13178618495066,"","Central Visayas","Visayas",2.56279532448521,0,0,0,137.874857142857,14.3619642857143,0,137.874857142857,5
"285","PH061902000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,54.0932642487047,41.4378238341969,0.479274611398964,0.207253886010363,3.01813471502591,0.0129533678756476,0.0647668393782383,0.103626943005181,0.155440414507772,"Dao","Western Visayas","Visayas",0,0,0,0,0,0,0,0,1
"286","PH166707000",287.239285714286,51.2559064897042,1.07521135694684,3.8,2.05,0.12,0,1.93,3.8,0,0,38.8379801130825,25.9504776759602,0.0194969779684148,1.98869175277832,32.9108988106843,0.0389939559368297,0,0.0584909339052446,0,"Dapa","Caraga","Mindanao",194.772444660876,98.9238995251291,0,194.772444660876,588.840535714286,0,0,34.4687142857143,3
"287","PH050503000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,77.3547239664622,5.94533773728721,0.235926100686,4.69311458749229,11.2663787158361,0.206889042140031,0.0435555878189539,0.0943704402744002,0.119777866502123,"Daraga","Bicol Region","Luzon",0,0,0,0,0,0,0,0,5
"288","PH086006000",287.239285714286,51.2559064897042,1.07521135694684,0,0.29,0.29,0,0,0,0,0,35.6862292051756,27.4838262476895,0.0924214417744916,1.69824399260628,34.6580406654344,0.150184842883549,0,0.0231053604436229,0.0462107208872458,"Daram","Eastern Visayas","Visayas",0,0,0,0,83.2993928571429,0,0,83.2993928571429,1
"289","PH015519000",287.239285714286,51.2559064897042,1.07521135694684,11.1,1.92,0,0,1.92,11.16,0,0,61.4048225250861,17.1484199490789,0.224651789725925,0.823723228995058,18.6161449752883,0.149767859817283,0.0149767859817283,0.0449303579451849,0.419350007488393,"Dasol","Ilocos Region","Luzon",568.940562035717,98.4113404602321,0,572.015916425099,551.499428571429,0,0,0,3
"290","PH166708000",287.239285714286,51.2559064897042,1.07521135694684,1.22,4.52,0,0,4.52,1.22,0,0,34.1212744090442,15.2363823227133,0,3.9825282631038,43.7821171634121,0.334018499486125,0.334018499486125,1.51593011305242,0.0513874614594039,"Del Carmen","Caraga","Mindanao",62.5322059174391,231.676697333463,0,62.5322059174391,1298.32157142857,0,0,0,3
"291","PH051712000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,51.4972344077818,17.2229639519359,0.0381460995613198,4.25329010108716,25.3862292580584,0.228876597367919,0.0190730497806599,0,0,"Del Gallego","Bicol Region","Luzon",0,0,0,0,0,0,0,0,1
"292","PH025006000",287.239285714286,51.2559064897042,1.07521135694684,0,0.12,0.08,0.04,0,0,0,0,58.4147172382467,28.8212582330229,0.090847149670679,0.363388598682716,11.1969111969112,0.0227117874176697,0,0.0227117874176697,0.0454235748353395,"Diadi","Cagayan Valley","Luzon",0,0,0,0,34.4687142857143,0,11.4895714285714,22.9791428571429,5
"293","PH025703000",287.239285714286,51.2559064897042,1.07521135694684,0,0.54,0.38,0.02,0.15,0,0,0,69.7857201952511,23.4301315462894,0.306114006784148,0.297840655249441,5.69206585587822,0.0661868122776536,0.0082733515347067,0.0661868122776536,0.0744601638123603,"Diffun","Cagayan Valley","Luzon",0,7.68838597345563,0,0,155.109214285714,0,5.74478571428572,109.150928571429,5
"294","PH037703000",287.239285714286,51.2559064897042,1.07521135694684,8.03,1.67,0,0,1.67,8.03,0,0,50.5440414507772,35.9067357512953,0,0.466321243523316,12.7720207253886,0,0,0.155440414507772,0,"Dilasag","Central Luzon","Luzon",411.584929112325,85.597363837806,0,411.584929112325,479.689607142858,0,0,0,1
"295","PH054108000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,30.4307463795024,17.1927218715188,0.12996658002228,3.32343111771259,47.103601930932,1.48533234311177,0.0185666542888971,0,0.0742666171555885,"Dimasalang","Bicol Region","Luzon",0,0,0,0,0,0,0,0,1
"296","PH168503000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,46.0405156537753,25.6445672191529,0.322283609576427,1.84162062615101,24.6316758747698,0.782688766114181,0.0920810313075506,0.138121546961326,0.0920810313075506,"Dinagat","Caraga","Mindanao",0,0,0,0,0,0,0,0,1
"297","PH037704000",287.239285714286,51.2559064897042,1.07521135694684,6.51,3.71,0,0,3.71,6.51,0,0,57.5244544770504,20.8803611738149,0.037622272385252,1.31677953348382,19.5259593679458,0,0,0.037622272385252,0.037622272385252,"Dinalungan","Central Luzon","Luzon",333.675951247974,190.159413076803,0,333.675951247974,1065.65775,0,0,0,3
"298","PH030804000",287.239285714286,51.2559064897042,1.07521135694684,0.01,0.8,0,0,0.8,0,0,0.01,87.8872035889767,5.97308267464217,0.10254219183935,0.97415082247383,4.66566972869045,0.0469985045930356,0.0128177739799188,0.0469985045930356,0.0598162785729545,"Dinalupihan","Central Luzon","Luzon",0.512559064897042,41.0047251917634,0,0,229.791428571429,2.87239285714286,0,0,5
"299","PH037705000",287.239285714286,51.2559064897042,1.07521135694684,0.11,3.91,0.23,0,3.68,0.11,0,0,56.677181913775,27.0417104801963,0.175254118471784,0.911321416053277,11.3564668769716,0.10515247108307,0.140203294777427,1.22677882930249,0.560813179109709,"Dingalan","Central Luzon","Luzon",5.63814971386746,188.621735882111,0,5.63814971386746,1123.10560714286,0,0,66.0650357142858,3
"300","PH063016000",287.239285714286,51.2559064897042,1.07521135694684,0,0.16,0.16,0,0,0,0,0,49.7346840328027,38.6396526772793,0.0482392667631452,0.270139893873613,9.12686927158707,0.0289435600578871,0,0.0482392667631452,0.019295706705258,"Dingle","Western Visayas","Visayas",0,0,0,0,45.9582857142858,0,0,45.9582857142858,1
"301","PH037706000",287.239285714286,51.2559064897042,1.07521135694684,0.52,5.6,0,0,5.6,0.36,0.16,0,62.1013667425968,25.0854214123007,0.156605922551253,0.455580865603645,11.4891799544419,0,0,0.156605922551253,0.0284738041002277,"Dipaculao","Central Luzon","Luzon",26.6530713746462,287.033076342344,8.20094503835267,18.4521263362935,1608.54,0,0,0,3
"302","PH045615000",287.239285714286,51.2559064897042,1.07521135694684,0.07,0.26,0.26,0,0,0,0,0.07,76.7445458765279,19.356336066842,0.789107225746557,0.0618907628036515,1.96503171901594,0.0464180721027386,0.0154726907009128,0.185672288410955,0.433235339625561,"Dolores","CALABARZON","Luzon",3.58791345427929,0,0,0,74.6822142857144,20.10675,0,74.6822142857144,5
"303","PH082606000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,29.0675446049278,45.231520815633,0.849617672047579,0.860237892948173,21.3785046728972,0.615972812234495,0.0531011045029736,0.467289719626168,0.838997451146984,"Dolores","Eastern Visayas","Visayas",0,0,0,0,0,0,0,0,1
"304","PH031424000",287.239285714286,51.2559064897042,1.07521135694684,0,0.66,0.66,0,0,0,0,0,44.771694010674,41.905514923898,0.197667523225934,0.197667523225934,11.7216841272979,0.0790670092903736,0,0.17790077090334,0.0197667523225934,"Do�a Remedios Trinidad","Central Luzon","Luzon",0,0,0,0,189.577928571429,0,0,189.577928571429,1
"305","PH056207000",287.239285714286,51.2559064897042,1.07521135694684,18.2,1.65,0.1,0.03,1.52,18.26,0,0,25.1658213031604,2.8384705423332,0.0097541943035505,17.6355833008194,53.8431525555989,0.214592274678112,0.019508388607101,0.0780335544284042,0.0780335544284042,"Donsol","Bicol Region","Luzon",932.857498112616,77.9089778643504,0,935.932852501999,473.944821428572,0,8.61717857142858,28.7239285714286,3
"306","PH063017000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,44.6108550947261,50.7040450588838,0.089605734767025,0.089605734767025,2.67537122375832,0.0256016385048643,0,0.0256016385048643,0.0384024577572964,"Due�as","Western Visayas","Visayas",0,0,0,0,0,0,0,0,1
"307","PH083718000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,38.5869565217391,50.2462635869565,1.29076086956522,0.959578804347826,5.34986413043478,0.5859375,0.0424592391304347,0.127377717391304,0.399116847826087,"Dulag","Eastern Visayas","Visayas",0,0,0,0,0,0,0,0,1
"308","PH061903000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,46.7416050085373,51.5793966989186,0.426863972680706,0,0.711439954467843,0.0142287990893568,0,0.0284575981787137,0,"Dumalag","Western Visayas","Visayas",0,0,0,0,0,0,0,0,1
"309","PH063018000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,49.2519181585678,41.3235294117647,0.377237851662404,0.153452685421995,6.0613810741688,0.0447570332480818,0,0.0319693094629156,0.0831202046035805,"Dumangas","Western Visayas","Visayas",0,0,0,0,0,0,0,0,1
"310","PH061904000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,38.1143065161995,56.9621405169276,0.227520931925737,0.136512559155442,3.92246086639971,0.0637058609392064,0,0.0819075354932653,0.0819075354932653,"Dumarao","Western Visayas","Visayas",0,0,0,0,0,0,0,0,1
"311","PH025007000",287.239285714286,51.2559064897042,1.07521135694684,0.15,0.52,0.48,0.04,0,0,0,0.15,67.212369258754,26.9213278763074,0.090950432014552,0.166742458693345,5.16901621949371,0.0151584053357586,0,0.0151584053357586,0,"Dupax del Norte","Cagayan Valley","Luzon",7.68838597345563,0,0,0,149.364428571429,43.0858928571429,11.4895714285714,137.874857142857,5
"312","PH025008000",287.239285714286,51.2559064897042,1.07521135694684,0.09,0.71,0.62,0.09,0,0,0,0.09,60.446113074205,31.8683745583039,0.0220848056537102,0.176678445229682,6.78003533568905,0.309187279151943,0,0,0.0441696113074204,"Dupax del Sur","Cagayan Valley","Luzon",4.61303158407338,0,0,0,203.939892857143,25.8515357142857,25.8515357142857,178.088357142857,5
"313","PH023112000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,78.2747086750108,13.6329305135952,0.0863185153215364,0.33987915407855,7.35325852395339,0.0323694432455761,0.0215796288303841,0.010789814415192,0.010789814415192,"Echague","Cagayan Valley","Luzon",0,0,0,0,0,0,0,0,5
"314","PH175312000",287.239285714286,51.2559064897042,1.07521135694684,2.22,4.89,0.44,0.02,4.43,2.15,0.05,0.02,31.3365029054411,29.1178024300053,0.0422609614368726,0.507131537242472,37.9820390913893,0.0528262017960908,0,0.0211304807184363,0,"El Nido","MIMAROPA Region","Luzon",113.788112407143,227.06366574939,2.56279532448521,110.200198952864,1404.60010714286,5.74478571428572,5.74478571428572,126.385285714286,3
"315","PH133908000",287.239285714286,51.2559064897042,1.07521135694684,38.2,0.06,0,0,0.06,38.27,0,0,100,0,0,0,0,0,0,0,0,"","National Capital Region","Luzon",1957.9756279067,3.07535438938225,0,1961.56354136098,17.2343571428572,0,0,0,2
"316","PH054109000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,39.9310684391925,23.3874938453964,0.418513047759724,2.33874938453964,23.8306253077302,0.615460364352536,0,0.0738552437223042,0.221565731166913,"Esperanza","Bicol Region","Luzon",0,0,0,0,0,0,0,0,1
"317","PH063019000",287.239285714286,51.2559064897042,1.07521135694684,0,0.07,0.06,0,0,0,0,0,45.8836245721492,38.5876418663304,0.891731219600072,1.03584939650513,10.3765087371645,0.270221581696992,0.0540443163393983,0.180147721131328,1.63033687623852,"Estancia","Western Visayas","Visayas",0,0,0,0,20.10675,0,0,17.2343571428572,4
"318","PH043408000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,65.5774023816117,31.6532816394351,0.609249515369704,0.0276931597895319,1.13541955137081,0.0276931597895319,0,0.193852118526724,0.0553863195790639,"Famy","CALABARZON","Luzon",0,0,0,0,0,0,0,0,5
"319","PH175916000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,41.9842710223835,23.4724742891712,0,2.11736237144586,32.1234119782214,0.181488203266788,0,0,0,"Ferrol","MIMAROPA Region","Luzon",0,0,0,0,0,0,0,0,1
"320","PH035406000",287.239285714286,51.2559064897042,1.07521135694684,0,0.01,0.01,0,0,0,0,0,86.4094197758547,3.01815860405731,0.0425592282593275,1.17392537948645,9.04028940275216,0.0141864094197758,0.0212796141296637,0.0141864094197758,0.0851184565186551,"Floridablanca","Central Luzon","Luzon",0,0,0,0,2.87239285714286,0,0,2.87239285714286,5
"321","PH034907000",287.239285714286,51.2559064897042,1.07521135694684,0,1.28,1.25,0,0.03,0,0,0,67.5860443187176,8.75766148043376,0.0235737859500235,2.41631305987742,20.5209806694955,0.0353606789250353,0,0.0353606789250353,0,"Gabaldon","Central Luzon","Luzon",0,1.53767719469113,0,0,367.666285714286,0,0,359.049107142857,5
"322","PH051713000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,58.7035358114234,15.1405258386219,0.317316409791478,4.03445149592022,17.9963735267452,0.362647325475975,0,0.226654578422484,0.271985494106981,"Gainza","Bicol Region","Luzon",0,0,0,0,0,0,0,0,5
"323","PH084807000",287.239285714286,51.2559064897042,1.07521135694684,2.81,2.01,0,0,2.01,2.81,0,0,40.5594405594406,17.6961926961927,0.0582750582750582,3.59362859362859,37.0629370629371,0.33022533022533,0.0194250194250194,0.135975135975136,0.0388500388500388,"Gamay","Eastern Visayas","Visayas",144.029097236069,103.024372044305,0,144.029097236069,577.350964285715,0,0,0,3
"324","PH086007000",287.239285714286,51.2559064897042,1.07521135694684,0,0.15,0.15,0,0,0,0,0,25.9040382721261,20.0787955536795,0.0422119037568594,2.06838328408611,51.6532995638103,0.0844238075137188,0.0140706345856198,0.070353172928099,0.0422119037568594,"Gandara","Eastern Visayas","Visayas",0,0,0,0,43.0858928571429,0,0,43.0858928571429,1
"325","PH051714000",287.239285714286,51.2559064897042,1.07521135694684,4.71,4.17,0,0,4.17,4.71,0,0,19.4542599136239,3.86729485669415,0.0196309383588535,15.7636435021594,59.4032194738909,0.0785237534354142,0,0,0,"Garchitorena","Bicol Region","Luzon",241.415319566507,213.737130062067,0,241.415319566507,1197.78782142857,0,0,0,3
"326","PH174003000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,63.7364011504314,19.369763661373,0.100037514067775,0.837814180317619,15.5558334375391,0.0875328248093035,0,0.0125046892584719,0.0375140677754157,"Gasan","MIMAROPA Region","Luzon",0,0,0,0,0,0,0,0,5
"327","PH042123000",287.239285714286,51.2559064897042,1.07521135694684,0.02,0,0,0,0,0,0,0.02,92.7463584360441,5.4520257120953,0.401014330365041,0.0560240608598219,0.406911599929233,0.0176918086925753,0.0412808869493424,0.0943563130270684,0.371527982544082,"Gen. Mariano Alvarez","CALABARZON","Luzon",1.02511812979408,0,0,0,0,5.74478571428572,0,0,5
"328","PH042107000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,86.8270332187858,12.2107674684994,0.0687285223367697,0.0916380297823596,0.572737686139748,0,0,0,0,"General Emilio Aguinaldo","CALABARZON","Luzon",0,0,0,0,0,0,0,0,5
"329","PH045616000",287.239285714286,51.2559064897042,1.07521135694684,7.5,1.26,0.07,0,1.2,7.5,0,0,43.8757500882457,21.2848570420049,0.547123190963643,2.06494881750794,29.9505824214613,0.864807624426403,0.0176491351923755,0.15884221673138,0.282386163078009,"General Luna","CALABARZON","Luzon",384.419298672782,61.507087787645,0,384.419298672782,361.9215,0,0,20.10675,1
"330","PH166710000",287.239285714286,51.2559064897042,1.07521135694684,14.5,0.31,0,0,0.31,14.43,0.08,0.08,43.9405785770133,19.755016940318,0.0781860828772478,1.82434193380245,33.9588219963513,0.0781860828772478,0,0,0,"General Luna","Caraga","Mindanao",743.210644100711,15.8893310118083,4.10047251917634,739.622730646432,89.0441785714287,22.9791428571429,0,0,1
"331","PH082607000",287.239285714286,51.2559064897042,1.07521135694684,0.1,0,0,0,0,0,0,0.1,37.2681281618887,49.5784148397976,0.337268128161889,1.31534569983137,10.893760539629,0.168634064080944,0,0.0337268128161888,0.0337268128161888,"General Macarthur","Eastern Visayas","Visayas",5.12559064897042,0,0,0,0,28.7239285714286,0,0,1
"332","PH034909000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,74.3991416309013,15.9656652360515,0.450643776824034,0.289699570815451,6.67381974248927,0.0643776824034334,0.0214592274678111,0.246781115879828,0.343347639484978,"General Mamerto Natividad","Central Luzon","Luzon",0,0,0,0,0,0,0,0,5
"333","PH045617000",287.239285714286,51.2559064897042,1.07521135694684,4.73,4.44,2.1,0.03,2.3,4.69,0,0.03,36.1648576372503,33.7108699071889,0.0157306905773163,1.16407110272141,26.899480887211,0.188768286927796,0,0.534843479628756,0.188768286927796,"General Nakar","CALABARZON","Luzon",242.440437696301,117.88858492632,0,240.390201436713,1275.34242857143,8.61717857142858,8.61717857142858,603.2025,3
"334","PH034910000",287.239285714286,51.2559064897042,1.07521135694684,0,0.41,0.41,0,0,0,0,0,82.212518195051,13.0131004366812,0.106744298884037,0.126152353226589,3.96894711305192,0.009704027171276,0,0.0388161086851043,0.135856380397865,"General Tinio","Central Luzon","Luzon",0,0,0,0,117.768107142857,0,0,117.768107142857,5
"335","PH036906000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,83.0883395566479,10.5449732948906,0.189062721557877,0.472656803894692,4.58477099777851,0.0472656803894692,0.056718816467363,0.056718816467363,0.515195916245214,"Gerona","Central Luzon","Luzon",0,0,0,0,0,0,0,0,5
"336","PH071226000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,40.9465981628522,31.3093569982874,0.451502413202553,0.778452436556127,24.7080803362914,0.342519072084696,0.18682858477347,0.685038144169391,0.233535730966838,"Getafe","Central Visayas","Visayas",0,0,0,0,0,0,0,0,1
"337","PH052005000",287.239285714286,51.2559064897042,1.07521135694684,2.06,7.3,3.33,0,3.97,2.06,0,0,44.6674311926606,22.3050458715596,1.0894495412844,3.44036697247706,25.1146788990826,1.8348623853211,0.229357798165138,0.51605504587156,0.401376146788991,"Gigmoto","Bicol Region","Luzon",105.587167368791,203.485948764126,0,105.587167368791,2096.84678571429,0,0,956.506821428572,4
"338","PH082608000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,28.5135556248052,63.8828295419134,2.18136491118729,0.405110626363353,3.52134621377376,0.218136491118728,0.031162355874104,0.311623558741041,0.311623558741041,"Giporlos","Eastern Visayas","Visayas",0,0,0,0,0,0,0,0,1
"339","PH175206000",287.239285714286,51.2559064897042,1.07521135694684,2.13,1.4,0.13,0,1.27,2.07,0.06,0,59.5210393639713,18.3536940081443,0.14543339150669,2.0166763622261,19.6335078534031,0.0969555943377933,0,0.0387822377351173,0.0290866783013379,"Gloria","MIMAROPA Region","Luzon",109.17508082307,65.0950012419243,3.07535438938225,106.099726433688,402.135,0,0,37.3411071428572,5
